titre,description,date,lieu,prix,reduction,start_date,end_date,result_city,latitude,longitude
Schubert / Gounod / Caccini / Verdi / Puccini / Bellini / Massenet,"Ave maria & airs d'opéras schubert, gounod, caccini verdi : extraits la traviata puccini, bellini, massenet...",Le dimanche 24 mars 2024,"8 Boulevard du Palais, 75001 Paris","10,95€",,2024-03-24,,Paris,48.854843,2.345141
Vivaldi / Haendel / Pachelbel,Vivaldi : les quatre saisons haendel : sarabande pachelbel : canon,Du vendredi 29 mars 2024 au dimanche 31 mars 2024,"8 Boulevard du Palais, 75001 Paris","10,95€",,2024-03-29,2024-03-31,Paris,48.854843,2.345141
Pergolese / Scarlatti,Pergolese : stabat mater scarlatti : salve regina,Le vendredi 29 mars 2024,"8 Boulevard du Palais, 75001 Paris","10,95€",,2024-03-29,,Paris,48.854843,2.345141
Vivaldi / Bach,Vivaldi : stabat mater sinfonia al santo sepolcro j.s. bach : jesus que ma joie demeure,Le samedi 30 mars 2024,"8 Boulevard du Palais, 75001 Paris","10,95€",,2024-03-30,,Paris,48.854843,2.345141
Schubert / Gounod / Caccini / Haendel / Bach / Vivaldi,Ave maria à la sainte chapelle prestige & chefs d'oeuvre de la musique sacrée,Le dimanche 31 mars 2024,"8 Boulevard du Palais, 75001 Paris","10,95€",,2024-03-31,,Paris,48.854843,2.345141
Mozart / Caccini / Schubert / Bellini / Verdi,Pentecôte et ave maria à la sainte chapelle,Le vendredi 3 mai 2024,"8 Boulevard du Palais, 75001 Paris","10,95€",,2024-05-03,,Paris,48.854843,2.345141
Bach / Mozart,J.s. bach : les concertos pour violon mozart : petite musique de nuit,Le samedi 4 mai 2024,"8 Boulevard du Palais, 75001 Paris","10,95€",,2024-05-04,,Paris,48.854843,2.345141
Vivaldi / Albinoni / Pachelbel,Vivaldi : les quatre saisons albinoni : adagio pachelbel : canon,Du dimanche 5 mai 2024 au jeudi 16 mai 2024,"8 Boulevard du Palais, 75001 Paris","10,95€",,2024-05-05,2024-05-16,Paris,48.854843,2.345141
Schubert / Gounod / Caccini / Vivaldi / Bach,Concerts de l'ascension ave maria à la sainte chapelle,Du mercredi 8 mai 2024 au samedi 11 mai 2024,"8 Boulevard du Palais, 75001 Paris","10,95€",,2024-05-08,2024-05-11,Paris,48.854843,2.345141
Vivaldi / Haendel / Pachelbel,Vivaldi : les quatre saisons haendel : sarabande pachelbel : canon,Du jeudi 9 mai 2024 au lundi 13 mai 2024,"8 Boulevard du Palais, 75001 Paris","10,95€",,2024-05-09,2024-05-13,Paris,48.854843,2.345141
Pergolese / Scarlatti,Pergolese : stabat mater scarlatti : salve regina,Le dimanche 12 mai 2024,"8 Boulevard du Palais, 75001 Paris","10,95€",,2024-05-12,,Paris,48.854843,2.345141
Rodrigo / Vivaldi / Boccherini,Rodrigo : concerto d'aranjuez - adagio vivaldi : concertos pour guitare boccherini : quintette pour guitare et cordes,Le vendredi 17 mai 2024,"8 Boulevard du Palais, 75001 Paris","10,95€",,2024-05-17,,Paris,48.854843,2.345141
Jean-Sébastien Bach,"J.s. bach : - suite n°2 en si mineur - concerto brandebourgeois n°5 - offrande musicale ""trio sonate""",Du samedi 18 mai 2024 au dimanche 26 mai 2024,"8 Boulevard du Palais, 75001 Paris","10,95€",,2024-05-18,2024-05-26,Paris,48.854843,2.345141
Vivaldi / Vitali / Pachelbel,Vivaldi : les quatre saisons vitali : chaconne pachelbel : canon,Du dimanche 19 mai 2024 au lundi 27 mai 2024,"8 Boulevard du Palais, 75001 Paris","10,95€",,2024-05-19,2024-05-27,Paris,48.854843,2.345141
"Valses : Valses, Tangos, Et Polka Pour Violon & Orchestre","Valses, tangos, et polka pour violon & orchestre",Du lundi 20 mai 2024 au dimanche 2 juin 2024,"8 Boulevard du Palais, 75001 Paris","10,95€",,2024-05-20,2024-06-02,Paris,48.854843,2.345141
Lully / Tchaïkovski / Strauss / Dvorak / Albeniz / Sibelius,"Valses, tangos, et polka pour violon & orchestre",Le lundi 20 mai 2024,"8 Boulevard du Palais, 75001 Paris","10,95€",,2024-05-20,,Paris,48.854843,2.345141
Schubert / Gounod / Caccini / Verdi / Puccini / Bellini / Massenet,Ave maria & airs d'opéras à la sainte chapelle,Le vendredi 24 mai 2024,"8 Boulevard du Palais, 75001 Paris","10,95€",,2024-05-24,,Paris,48.854843,2.345141
Vivaldi / Albinoni / Pachelbel,Vivaldi / albinoni / pachelbel,Du dimanche 7 avril 2024 au mercredi 1 mai 2024,"8 Boulevard du Palais, 75001 Paris","10,95€",,2024-04-07,2024-05-01,Paris,48.854843,2.345141
Vivaldi : Les 4 Saisons,Vivaldi : les 4 saisons,Du dimanche 19 mai 2024 au lundi 3 juin 2024,"8 Boulevard du Palais, 75001 Paris","10,95€",,2024-05-19,2024-06-03,Paris,48.854843,2.345141
Arias Baroques,Récital exceptionnel autour des plus grands compositeurs de musique baroque. un délicieux voyage musical hors du temps dans une atmosphère intimiste.,Du samedi 27 avril 2024 au samedi 8 juin 2024,"195 rue du Temple, 75003 Paris","22,00€",jusqu'à -18%,2024-04-27,2024-06-08,Paris,48.866005,2.360839
"Jardins Du Sud Marivi Blasco, Javier Somoza, Cristina Cazorla",Marivi blasco - soprano  javier somoza- guitare  cristina cazorla - danse,Le samedi 6 avril 2024,"195 rue du Temple, 75003 Paris","10,95€",jusqu'à -15%,2024-04-06,,Paris,48.866005,2.360839
Jay Sebag,"Artiste international aux multiples facettes, compositeur de tubes de la chanson française tels que où je vais ou tu n'es plus là d'amel bent,",Le dimanche 5 mai 2024,"23 place de la République, 75003 Paris","38,00€",,2024-05-05,,Paris,48.867797,2.362109
Soirée Jam / Scène Ouverte,Soirée jam/scène ouverte,Du mercredi 24 janvier 2024 au mercredi 26 juin 2024,"30 boulevard Capdevila, 84000 Avignon","0,00€",Gratuit,2024-01-24,2024-06-26,Avignon,43.946875,4.821612
Tiou En Concert,"Auteur, compositeur, interprète tiou, chanson contemporaine à l'ancienne",Le jeudi 25 janvier 2024,"30 boulevard Capdevila, 84000 Avignon","0,00€",Gratuit,2024-01-25,,Avignon,43.946875,4.821612
Samuel Isoard En Concert,"Les harmonies et rythmes sont ainsi teintés de folk, de jazz et de bossa nova.",Le vendredi 26 janvier 2024,"30 boulevard Capdevila, 84000 Avignon","0,00€",Gratuit,2024-01-26,,Avignon,43.946875,4.821612
Concert Chloé Levaillant,Chloe levaillant est une chanteuse-compositrice franco-britannique et artiste multi-instrumentale.,Le samedi 27 janvier 2024,"30 boulevard Capdevila, 84000 Avignon","0,00€",Gratuit,2024-01-27,,Avignon,43.946875,4.821612
Anita Avakian + 1ère Partie Inès Defontaine,Si le feu était un être humain !,Le mercredi 24 janvier 2024,"Port de la Gare, 75013 Paris","6,00€",jusqu'à -50%,2024-01-24,,Paris,48.834914,2.377237
Roots Engine + 1ère Partie Soulafunk,"Un savant mélange de reggae, de soul et de funk.",Le vendredi 26 janvier 2024,"Port de la Gare, 75013 Paris","8,00€",jusqu'à -33%,2024-01-26,,Paris,48.834914,2.377237
Alba + 1ère Partie Combes,Alba vous invite à sa release party !,Le mardi 30 janvier 2024,"Port de la Gare, 75013 Paris","6,00€",jusqu'à -50%,2024-01-30,,Paris,48.834914,2.377237
Mina + Miae + Lox,Trois belles voix pour enchanter votre soirée !,Le jeudi 1 février 2024,"Port de la Gare, 75013 Paris","6,00€",jusqu'à -40%,2024-02-01,,Paris,48.834914,2.377237
Simone'S Carpet + Taormina,Une soirée planante !,Le vendredi 2 février 2024,"Port de la Gare, 75013 Paris","6,00€",jusqu'à -50%,2024-02-02,,Paris,48.834914,2.377237
Dernier Motel + 1ère Partie Bart,Un concert parallèle folk rock vous attend !,Le mardi 6 février 2024,"Port de la Gare, 75013 Paris","10,00€",jusqu'à -28%,2024-02-06,,Paris,48.834914,2.377237
The Family - On Adore !,Reprises de chansons françaises,Le vendredi 9 février 2024,"Port de la Gare, 75013 Paris","8,00€",jusqu'à -33%,2024-02-09,,Paris,48.834914,2.377237
Jane Et Les Autres + Natya + Akissi,Une soirée 100% artistes féminines,Le mardi 20 février 2024,"Port de la Gare, 75013 Paris","6,00€",jusqu'à -40%,2024-02-20,,Paris,48.834914,2.377237
Slogan + 1ère Partie,C'est en duo que slogan sort du fond de la classe pour parachever leur thérapie.,Le jeudi 21 mars 2024,"Port de la Gare, 75013 Paris","6,00€",jusqu'à -57%,2024-03-21,,Paris,48.834914,2.377237
Serge Ananou,Une soirée afrofusion / afrofunk !,Le vendredi 29 mars 2024,"Port de la Gare, 75013 Paris","6,00€",jusqu'à -50%,2024-03-29,,Paris,48.834914,2.377237
Gérald Genty,Une sixième carte blanche à la dame de canton.,Le vendredi 12 avril 2024,"Port de la Gare, 75013 Paris","10,00€",jusqu'à -44%,2024-04-12,,Paris,48.834914,2.377237
Nana Koura,De la musique pop-rock empreinte de la culture réunionnaise !,Le mercredi 17 avril 2024,"Port de la Gare, 75013 Paris","6,00€",jusqu'à -50%,2024-04-17,,Paris,48.834914,2.377237
Jewly + 1ère Partie The Bowling Team,"Découvrez le nouvel album rock ""rebellion"" de jewly !",Le jeudi 6 juin 2024,"Port de la Gare, 75013 Paris","6,00€",jusqu'à -50%,2024-06-06,,Paris,48.834914,2.377237
Vedette : Sophie Le Cam,"Chanson désenchantée, candide et impertinente.",Du mercredi 24 janvier 2024 au mercredi 13 mars 2024,"77 rue de charonne, 75011 Paris","16,50€",jusqu'à -25%,2024-01-24,2024-03-13,Paris,48.853885,2.381496
Nicolas Chalopin Quintet : Sketchbook,Une soirée en compagnie du quintet du pianiste nicolas chalopin.,Le mercredi 24 janvier 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-01-24,,Paris,48.851503,2.351091
Chandelier / Mary / Naud Organ Trio,Un trio à l'instrumentation atypique rassemblant trois de leur meilleur représentant de la scène jazz française !,Le jeudi 25 janvier 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-01-25,,Paris,48.851503,2.351091
Elle Et Elles,"Parce qu'elles sont trois, parce qu'elles sont femmes, qu'elles ont chacune leur propre univers de création, parce qu'elles sont mère et filles.",Le samedi 27 janvier 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-01-27,,Paris,48.851503,2.351091
David Patrois Trio Invite Johan Renard & Jam Du Conservatoire Gabriel Fauré,"Standards re-visités, grooves sophistiqués, jeu collectif, et deux instruments solistes peu communs : le violon et le vibraphone.",Le jeudi 1 février 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-02-01,,Paris,48.851503,2.351091
Gianluca Figliola Quartet Feat. Vincent Bourgeyx,"""that old black magic""",Le vendredi 2 février 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-02-02,,Paris,48.851503,2.351091
Valéry Haumont & Alain Jean-Marie Quartet,Rencontre inédite entre quatre musiciens d'exception. une première au son de la terre !,Le samedi 3 février 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-02-03,,Paris,48.851503,2.351091
Ninine Garcia Quartet & Guests,"Les rendez-vous manouche de thomas dutronc, ninine garcia quartet",Le dimanche 4 février 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-02-04,,Paris,48.851503,2.351091
Peaks Invite Fidel Fourneyron,"Pour célébrer l'anniversaire de leur premier album ""a deep color"",le quartet peaks invite le tromboniste fidel fourneyron pour une soirée survoltée !",Le mercredi 7 février 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-02-07,,Paris,48.851503,2.351091
Sylvain Beuf : Sax N Co,Une section de saxophones accompagnés par une rythmique de choc!,Le jeudi 8 février 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-02-08,,Paris,48.851503,2.351091
Mélina Vlachos,Mélina vlachos est une jeune chanteuse et compositrice formée à la musique traditionnelle grecque.,Le vendredi 9 février 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-02-09,,Paris,48.851503,2.351091
Abdoulaye Kouyaté Trio,"Venez découvrir l'album 'abdoulaye kouyaté, chanté en soussou et en français ou les ballades côtoient les coupés décalés, zouks ou yolés",Le samedi 10 février 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-02-10,,Paris,48.851503,2.351091
"Donna Lorraine Invite Alain Jean Marie, Gilles Naturel Et Mourad Benhammou",Un voyage musicale de burt bacharach a duke ellington en passant par antonio carlos jobim... un soiree passionnant et sensible en tout finesse,Le dimanche 11 février 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-02-11,,Paris,48.851503,2.351091
Boulou & Elios Ferré Featuring Ludovic Beier : Fathers & Sons,"Un voyage au pays de la valse en forme de bouquet résolument coloré, baroque, chatoyant, à l'image de l'inimitable patte "" gitane "" des frères ferré.",Le mardi 13 février 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-02-13,,Paris,48.851503,2.351091
Jérémy Bruger : Mind Watcher,Mind watcher - pathways. ne manquez pas le concert de ce nouveau groupe qui vient tout juste de sortir son 1er album !,Le jeudi 15 février 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-02-15,,Paris,48.851503,2.351091
Aurore Voilqué Septet,Swing chanté funky explosif,Le vendredi 16 février 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-02-16,,Paris,48.851503,2.351091
Hommage À Manu Dibango Anbessa,"Entre afro jazz et disco-funk, plongez dans l'oeuvre intemporel du vieux lion",Le samedi 17 février 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-02-17,,Paris,48.851503,2.351091
Maakela,"Découvrez l'univers afro-soul-blues de maaleka, empreint d'authenticité et de générosité.",Le dimanche 18 février 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-02-18,,Paris,48.851503,2.351091
Molokai Music Chante Papa Wemba,"Voyagez au coeur de la rumba congolaise avec le son enivrant de molokai music, le groupe légendaire de papa wemba",Le mardi 20 février 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-02-20,,Paris,48.851503,2.351091
Serge Lavalette Groove Band,"Doté d'un son unique et d'un phrasé à toute épreuve le guitariste nous dévoile son univers très "" groovy "", délivrant une énergie très communicative.",Le mercredi 21 février 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-02-21,,Paris,48.851503,2.351091
Sandro Zerafa 4tet,Sandro zerafa est un musicien difficile à classer. sa polyvalence et son éclectisme lui ont permis d'enregistrer dans divers contextes.,Le jeudi 22 février 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-02-22,,Paris,48.851503,2.351091
Hommage À João Gilberto Et Stan Getz : Sidney Rodrigues Et Olivier Defays,"Sidney rodrigues et olivier defays, invitent acelino de paula & luiz augusto cavani pour un hommage à stan getz et joão gilberto",Le vendredi 23 février 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-02-23,,Paris,48.851503,2.351091
Alt Featuring Daniel Zimmermann,"Le pianiste alix logiaco et son projet alt nous embarquent dans "" le monde d'après "", et invitent pour l'occasion le tromboniste daniel zimmermann.",Le dimanche 25 février 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-02-25,,Paris,48.851503,2.351091
Adrien Chevalier Greenpoint Blues Quartet Feat Roberto Gervasi,Une formule insolite violon-accordéon-washboard née à new york en 2017 d'une belle rencontre humaine et musicale entre ces trois passionnés .,Le mercredi 28 février 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-02-28,,Paris,48.851503,2.351091
Womankind Soul Jazz Band,"5 musiciens d'exception et 1 diva aux pieds nus, qui vous feront voyager au son de la terre, dans leur univers soul jazz élégant, joyeux et émouvant.",Le jeudi 29 février 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-02-29,,Paris,48.851503,2.351091
Laurent Coulondre Feat Christelle Raquillet,Laissez-vous surprendre par un duo inédit autant intimiste que dansant !,Le vendredi 1 mars 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-03-01,,Paris,48.851503,2.351091
Thomas Dutronc : Rocky Gresset Quartet,"Compagnon de route de thomas dutronc, rocky gresset est une des figures majeures de la nouvelle génération du jazz manouche.",Le dimanche 3 mars 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-03-03,,Paris,48.851503,2.351091
Ô De Mon Chéri,Du jazz féminin au son de la terre !,Le jeudi 7 mars 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-03-07,,Paris,48.851503,2.351091
Ramona Horvath Trio & Guests,"C'est la journée des femmes ! venez fêtez la flamboyante carmen, avec ramona horvath et son trio. un voyage dans le monde de la latinidad !",Le vendredi 8 mars 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-03-08,,Paris,48.851503,2.351091
Sabato & Di Costanzo Quartet,"Du jazz qui va au fond du blues et recherche le groove le plus lumineux, un groupe qui genère de la feel good music... ne cherchez plus, cela existe !",Le dimanche 10 mars 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-03-10,,Paris,48.851503,2.351091
The Swing Birds & Trio Jazz,Une saint valentin sous le signe du jazz et de la chaleur des harmonies de trois chanteuses.,Le jeudi 14 mars 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-03-14,,Paris,48.851503,2.351091
Mighty Jab'S Quintet,Des artistes très en vue les adorent ! venez participer au buzz autour de ce nouveau combo qui enregistrera bientôt un album avec d'énormes invités !,Le samedi 16 mars 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-03-16,,Paris,48.851503,2.351091
Dexter Goldberg Trio,"Porté par la curiosité suscitée par son premier album, le pianiste au prénom prédestiné est de retour à la tête d'un trio totalement renouvelé, formé avec deux jeunes cadors du jazz hexagonal.",Le mercredi 20 mars 2024,"2 Port Montebello, 75005 Paris","19,50€",jusqu'à -27%,2024-03-20,,Paris,48.851503,2.351091
"Les Affranchi(E)S : Venise, Le Carrefour Musical Du Bassin Méditerranéen Dans Le Cadre Du Festival Confluences 2024",Les affranchi(e)s réunissent des musiciens issus du monde de la musique de chambre et des ensembles historiquement informés.,Le mercredi 24 janvier 2024,"119 rue La Fayette, 75010 Paris","18,50€",jusqu'à -31%,2024-01-24,,Paris,48.878354,2.352993
Le Chant Profond Juif : Poèmes Et Chants Sépharades,"Le chant profond juif est un étonnant voyage théâtral, poétique et musical, illustrant l'héritage d'une culture juive de l'exil.",Du dimanche 28 janvier 2024 au lundi 29 janvier 2024,"119 rue La Fayette, 75010 Paris","18,50€",jusqu'à -31%,2024-01-28,2024-01-29,Paris,48.878354,2.352993
Klezmer Nova : Le Retour,Le légendaire groupe klezmer nova se reforme spécialement pour deux soirées inoubliables à l'ecuje ! klezmer nova a révolutionné la musique klezmer.,Le lundi 5 février 2024,"119 rue La Fayette, 75010 Paris","18,50€",jusqu'à -31%,2024-02-05,,Paris,48.878354,2.352993
Giovanni Mirabassi & Rosario Giuliani Et Mark Priore Trio,"Giovanni mirabassi est sans nul doute le pianiste de jazz le plus lyrique de sa génération. rosario giuliani a su créer, et trouver son propre son.",Le jeudi 29 février 2024,"119 rue La Fayette, 75010 Paris","18,50€",jusqu'à -31%,2024-02-29,,Paris,48.878354,2.352993
Trio Goldberg,Le trio goldberg est reconnu par la critique internationale comme étant l'un des meilleurs trios à cordes de sa génération.,Le mercredi 6 mars 2024,"119 rue La Fayette, 75010 Paris","18,50€",jusqu'à -31%,2024-03-06,,Paris,48.878354,2.352993
Flash Pig (New Album Release Party : The Mood For Love),""" ce groupe est vraiment l'une des pépites de l'époque "" xavier prévost, jazz magazine. immanquable !",Le jeudi 21 mars 2024,"119 rue La Fayette, 75010 Paris","18,50€",jusqu'à -31%,2024-03-21,,Paris,48.878354,2.352993
Laurent Viel : Chansons Aux Enchères,C'est à des enchères inestimables que vous invite laurent viel. un trésor. des oeuvres d'art chargées d'histoire. de votre histoire. de notre histoire.,Le mercredi 24 janvier 2024,"6 rue Pierre au Lard, 75004 Paris","19,50€",jusqu'à -27%,2024-01-24,,Paris,48.859764,2.353086
Bertrand Ravalard Piano Solo,Un récital piano solo de bertrand ravalard,Le jeudi 11 avril 2024,"6 rue Pierre au Lard, 75004 Paris","16,50€",jusqu'à -38%,2024-04-11,,Paris,48.859764,2.353086
Florent Richard / Ecpyrose,"Florent richard revient sur scène pour interpréter les chansons incandescentes de son prochain album, ecpyrose, accompagné par roland romanelli.",Du jeudi 2 mai 2024 au samedi 4 mai 2024,"6 rue Pierre au Lard, 75004 Paris","16,50€",jusqu'à -38%,2024-05-02,2024-05-04,Paris,48.859764,2.353086
Rootsriders,Les rootsriders ont été élus le meilleur groupe d'hommage à bob marley par la bbc.,Le jeudi 25 janvier 2024,"28 boulevard des Capucines, 75009 Paris","23,40€",jusqu'à -40%,2024-01-25,,Paris,48.870152,2.328364
Ben Van Gelder Trio,"Ben van gelder a un style unique, un lyrisme et une approche personnelle de la composition.",Le jeudi 25 janvier 2024,"60 rue des lombards, 75001 Paris","16,50€",jusqu'à -38%,2024-01-25,,Paris,48.859865,2.347731
Carlos Miguel Hernandez,"Carlos miguel hernández, chanteur cubain à la voix de velours, vous invite à un délicieux voyage musical au travers de compositions originales.",Le vendredi 26 janvier 2024,"60 rue des lombards, 75001 Paris","22,00€",jusqu'à -27%,2024-01-26,,Paris,48.859865,2.347731
George Kontrafouris & Laurent Maur,"Laurent maur aime le jazz stricto sensu, avec tout ce qu'il contient de variantes à explorer.",Le vendredi 26 janvier 2024,"60 rue des lombards, 75001 Paris","16,50€",jusqu'à -38%,2024-01-26,,Paris,48.859865,2.347731
Nubë,"Entre jazz et folk... nubë oscille entre mélodies planantes et rythmes soutenus, emmené par la voix de lucie guillem.",Le samedi 27 janvier 2024,"60 rue des lombards, 75001 Paris","16,50€",jusqu'à -25%,2024-01-27,,Paris,48.859865,2.347731
Hommage À Sony Rollins : Concerts Thématiques,Les concerts thématiques de jacques vidal présentés par lionel eskenazi : le rendez-vous mensuel incontournable au sunside.,Le dimanche 28 janvier 2024,"60 rue des lombards, 75001 Paris","22,00€",jusqu'à -27%,2024-01-28,,Paris,48.859865,2.347731
Hommage À Art Blakey Avec Les Blakettes + Jam Session,La jam session est le rendez-vous indispensable pour un club de jazz digne de ce nom !,Le lundi 29 janvier 2024,"60 rue des lombards, 75001 Paris","1,00€",Gratuit,2024-01-29,,Paris,48.859865,2.347731
Frederic Volanti Trio,"Pianiste jazz autant que classique, frédéric volanti propose un univers singulier où ces deux genres s'enrichissent et se répondent...",Le mardi 30 janvier 2024,"60 rue des lombards, 75001 Paris","16,50€",jusqu'à -25%,2024-01-30,,Paris,48.859865,2.347731
Vintage Orchestra,"Choc jazzman pour le nouvel album du vintage orchestra "" reload "" signé chez benart records et sorti en novembre 2023.",Le vendredi 2 février 2024,"60 rue des lombards, 75001 Paris","22,00€",jusqu'à -27%,2024-02-02,,Paris,48.859865,2.347731
Mark Priore Trio,"Ce disque fougueux et poétique, mêle avec virtuosité et beaucoup de modernité, la tradition du trio jazz à un souffle d'inspiration baroque.",Le samedi 3 février 2024,"60 rue des lombards, 75001 Paris","27,00€",jusqu'à -16%,2024-02-03,,Paris,48.859865,2.347731
Atacama,"Jeune quartet parisien de jazz rock contemporain désigné "" révélation "" par jazz magazine.",Le samedi 3 février 2024,"60 rue des lombards, 75001 Paris","22,00€",jusqu'à -27%,2024-02-03,,Paris,48.859865,2.347731
Jazz & Goûter Fête Nina Simone & Louis Armstrong,"Jazz & goûter, le concept qui cartonne chaque dimanche à l'heure du goûter est de retour pour une 16ème saison.",Le dimanche 4 février 2024,"60 rue des lombards, 75001 Paris","14,50€",jusqu'à -12%,2024-02-04,,Paris,48.859865,2.347731
Aldo Romano & David Linx,Quand le jazz rencontre la grande chanson française.,Le mardi 6 février 2024,"60 rue des lombards, 75001 Paris","27,00€",jusqu'à -16%,2024-02-06,,Paris,48.859865,2.347731
Pierre-Yves Plat,"C'est le pianiste qui monte : son répertoire nous emmène de chopin à ray charles, stevie wonder et bien des surprises.",Le mardi 6 février 2024,"60 rue des lombards, 75001 Paris","22,00€",jusqu'à -27%,2024-02-06,,Paris,48.859865,2.347731
Laura Buenrostro & Iman Le Parc,Laura buenrostro présente son dernier album de compositions teintées de jazz latino avec une touche exotique et ultramarine caracola !,Le mercredi 7 février 2024,"60 rue des lombards, 75001 Paris","22,00€",jusqu'à -27%,2024-02-07,,Paris,48.859865,2.347731
Alex Grenier,Latin jazz taille´ pour le dancefloor et cosmic funk viennent donc s'ajouter aux balades bluesy pour des concerts en forme d'apothe´ose.,Le jeudi 8 février 2024,"60 rue des lombards, 75001 Paris","16,50€",jusqu'à -25%,2024-02-08,,Paris,48.859865,2.347731
Lucy Wijnands Ft. Tony Tixier,"Le premier disque de lucy, "" something awaits "" est salué par la critique international.",Le jeudi 8 février 2024,"60 rue des lombards, 75001 Paris","22,00€",jusqu'à -18%,2024-02-08,,Paris,48.859865,2.347731
Méderic Collignon Jus De Bosce Ft. Christophe Monniot,"""l'envie de jouer avec mes camarades une musique entêtante et rythmée, sexy et enivrante m'a toujours trotté dans la tête.""",Le vendredi 9 février 2024,"60 rue des lombards, 75001 Paris","27,00€",jusqu'à -16%,2024-02-09,,Paris,48.859865,2.347731
Pierre De Bethmann Quartet Ft. David El Malek,"Pierre de bethmann relance une aventure en 4tet autour de son écriture, lui permettant d'approfondir encore sa collaboration avec david el malek...",Le vendredi 9 février 2024,"60 rue des lombards, 75001 Paris","27,00€",jusqu'à -16%,2024-02-09,,Paris,48.859865,2.347731
Glenn Ferris Newtet,"Glenn ferris et son nouveau groupe "" newtet "" explore toute l'histoire du jazz en piochant des morceaux ici et là...",Le samedi 10 février 2024,"60 rue des lombards, 75001 Paris","27,00€",jusqu'à -16%,2024-02-10,,Paris,48.859865,2.347731
"Hommage À Aretha Franklin Avec Lionel Eskenazi, Madeleine & Salomon",""" music stories "" est un rendez-vous trimestriel au sunside avec des hommages à des musicien(nes) et des chanteurs(euses) que nous affectionnons...",Le samedi 10 février 2024,"60 rue des lombards, 75001 Paris","22,00€",jusqu'à -18%,2024-02-10,,Paris,48.859865,2.347731
Hommage À Bb King Avec Big Dez + Jam Session,C'est le retour de la jam blues au sunset ! la jam session est le rendez-vous indispensable pour un club de jazz digne de ce nom !,Le dimanche 11 février 2024,"60 rue des lombards, 75001 Paris","1,00€",Gratuit,2024-02-11,,Paris,48.859865,2.347731
Jazz & Goûter Fête Mardi Gras,"Jazz & goûter, le concept qui cartonne chaque dimanche à l'heure du goûter est de retour pour une 16ème saison.",Le dimanche 11 février 2024,"60 rue des lombards, 75001 Paris","14,50€",jusqu'à -12%,2024-02-11,,Paris,48.859865,2.347731
Hommage À Chet Baker Avec Fabien Mary,La jam session est le rendez-vous indispensable pour un club de jazz digne de ce nom ! c'est la rencontre entre musiciens réputés et jeunes talents.,Le lundi 12 février 2024,"60 rue des lombards, 75001 Paris","1,00€",Gratuit,2024-02-12,,Paris,48.859865,2.347731
Django Lovers Gypsy Swing On Valentine'S Day,Une soirée spéciale django pour la saint valentin exceptionnelle au sunset-sunside !,Le mercredi 14 février 2024,"60 rue des lombards, 75001 Paris","27,00€",jusqu'à -16%,2024-02-14,,Paris,48.859865,2.347731
Estelle Perrault Sings Love Songs,Le timbre et les modulations si particulières de la voix d'estelle perrault nous reconnectent à l'esprit des grandes ladies du jazz des années 1930.,Le mercredi 14 février 2024,"60 rue des lombards, 75001 Paris","27,00€",jusqu'à -16%,2024-02-14,,Paris,48.859865,2.347731
